"taxonID","description","type","source","language"
"rinse-pathways-checklist:taxon:d2edbb28c7a39a83e723253bd6e2843b","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org","en"
"rinse-pathways-checklist:taxon:d2edbb28c7a39a83e723253bd6e2843b","cbd_2014_pathway:release_biocontrol","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org","en"
"rinse-pathways-checklist:taxon:d3fd6b0b45b204812dc024576675f37b","Africa (WGSRPD:2)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:d3fd6b0b45b204812dc024576675f37b","cbd_2014_pathway:release","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:d3fd6b0b45b204812dc024576675f37b","cbd_2014_pathway:escape","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:d4f85054347538f14ae59e7a0581f809","Africa (WGSRPD:2)","native range","http://www.fao.org/fishery/introsp/search/en","en"
"rinse-pathways-checklist:taxon:d59d72015bc65076b6c3686355a864a3","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:d59d72015bc65076b6c3686355a864a3","Southern America (WGSRPD:8)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:d59d72015bc65076b6c3686355a864a3","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:d59d72015bc65076b6c3686355a864a3","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:d5a77fc717630fb52255180244a08406","Asia","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:d5a77fc717630fb52255180244a08406","Europe (WGSRPD:1)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:d5a77fc717630fb52255180244a08406","cbd_2014_pathway:stowaway","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:d5a77fc717630fb52255180244a08406","cbd_2014_pathway:contaminant","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:d5a77fc717630fb52255180244a08406","cbd_2014_pathway:natural_dispersal","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:d5a77fc717630fb52255180244a08406","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:d6cb231a3327e9a59c1fe18950fda5ce","Asia","native range","http://www.europe-aliens.org | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:d6cb231a3327e9a59c1fe18950fda5ce","Europe (WGSRPD:1)","native range","http://www.europe-aliens.org | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:d6cb231a3327e9a59c1fe18950fda5ce","cbd_2014_pathway:escape_food_bait","pathway","http://www.europe-aliens.org | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:d6cb231a3327e9a59c1fe18950fda5ce","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:d77191728b81e399fc92fc4a1d448097","Asia","native range","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:d77191728b81e399fc92fc4a1d448097","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:d77191728b81e399fc92fc4a1d448097","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:d77191728b81e399fc92fc4a1d448097","cbd_2014_pathway:escape_food_bait","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:d80b60f4951a627a05bf7e807988e7e2","Asia","native range","http://www.cabi.org/isc | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | www.animalbase.uni-goettingen.de | https://doi.org/10.3391/bir.2012.1.4.05 | https://doi.org/10.3391/ai.2011.6.S1.016","en"
"rinse-pathways-checklist:taxon:d80b60f4951a627a05bf7e807988e7e2","Europe (WGSRPD:1)","native range","http://www.cabi.org/isc | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | www.animalbase.uni-goettingen.de | https://doi.org/10.3391/bir.2012.1.4.05 | https://doi.org/10.3391/ai.2011.6.S1.016","en"
"rinse-pathways-checklist:taxon:d80b60f4951a627a05bf7e807988e7e2","cbd_2014_pathway:stowaway","pathway","http://www.cabi.org/isc | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | www.animalbase.uni-goettingen.de | https://doi.org/10.3391/bir.2012.1.4.05 | https://doi.org/10.3391/ai.2011.6.S1.016","en"
"rinse-pathways-checklist:taxon:d80b60f4951a627a05bf7e807988e7e2","cbd_2014_pathway:contaminant","pathway","http://www.cabi.org/isc | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | www.animalbase.uni-goettingen.de | https://doi.org/10.3391/bir.2012.1.4.05 | https://doi.org/10.3391/ai.2011.6.S1.016","en"
"rinse-pathways-checklist:taxon:d80b60f4951a627a05bf7e807988e7e2","cbd_2014_pathway:natural_dispersal","pathway","http://www.cabi.org/isc | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | www.animalbase.uni-goettingen.de | https://doi.org/10.3391/bir.2012.1.4.05 | https://doi.org/10.3391/ai.2011.6.S1.016","en"
"rinse-pathways-checklist:taxon:d80b60f4951a627a05bf7e807988e7e2","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | www.animalbase.uni-goettingen.de | https://doi.org/10.3391/bir.2012.1.4.05 | https://doi.org/10.3391/ai.2011.6.S1.016","en"
"rinse-pathways-checklist:taxon:d9c1297df06db97bc8180e5af41ffb5b","Asia","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:d9c1297df06db97bc8180e5af41ffb5b","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:d9c1297df06db97bc8180e5af41ffb5b","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:d9c1297df06db97bc8180e5af41ffb5b","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:d9f85d1c2f4f1f5c99f8f371ac578e8b","Southern America (WGSRPD:8)","native range","https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:da91be2f31d7767e6e3cc3cc82c7b4e4","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:da91be2f31d7767e6e3cc3cc82c7b4e4","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:da91be2f31d7767e6e3cc3cc82c7b4e4","cbd_2014_pathway:stowaway","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:da91be2f31d7767e6e3cc3cc82c7b4e4","cbd_2014_pathway:contaminant","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:da91be2f31d7767e6e3cc3cc82c7b4e4","cbd_2014_pathway:natural_dispersal","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:da91be2f31d7767e6e3cc3cc82c7b4e4","cbd_2014_pathway:unaided","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:db0fb79d6e85682ed2357df5426da74c","Asia","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2010.5.2.04","en"
"rinse-pathways-checklist:taxon:db0fb79d6e85682ed2357df5426da74c","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2010.5.2.04","en"
"rinse-pathways-checklist:taxon:db0fb79d6e85682ed2357df5426da74c","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2010.5.2.04","en"
"rinse-pathways-checklist:taxon:db0fb79d6e85682ed2357df5426da74c","cbd_2014_pathway:stowaway","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2010.5.2.04","en"
"rinse-pathways-checklist:taxon:db0fb79d6e85682ed2357df5426da74c","cbd_2014_pathway:contaminant","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2010.5.2.04","en"
"rinse-pathways-checklist:taxon:db0fb79d6e85682ed2357df5426da74c","cbd_2014_pathway:natural_dispersal","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2010.5.2.04","en"
"rinse-pathways-checklist:taxon:db0fb79d6e85682ed2357df5426da74c","cbd_2014_pathway:unaided","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2010.5.2.04","en"
"rinse-pathways-checklist:taxon:db0fb79d6e85682ed2357df5426da74c","cbd_2014_pathway:escape_food_bait","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2010.5.2.04","en"
"rinse-pathways-checklist:taxon:db3c6b9bf605fcb1faa9c1bdf8920c20","Asia","native range","http://www.cabi.org/isc","en"
"rinse-pathways-checklist:taxon:db3c6b9bf605fcb1faa9c1bdf8920c20","cbd_2014_pathway:release","pathway","http://www.cabi.org/isc","en"
"rinse-pathways-checklist:taxon:db3c6b9bf605fcb1faa9c1bdf8920c20","cbd_2014_pathway:natural_dispersal","pathway","http://www.cabi.org/isc","en"
"rinse-pathways-checklist:taxon:db3c6b9bf605fcb1faa9c1bdf8920c20","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc","en"
"rinse-pathways-checklist:taxon:db52fd6bb02287ec6170d6d1702d5d20","Europe (WGSRPD:1)","native range","https://doi.org/10.3391/ai.2009.4.2.12","en"
"rinse-pathways-checklist:taxon:db52fd6bb02287ec6170d6d1702d5d20","cbd_2014_pathway:release","pathway","https://doi.org/10.3391/ai.2009.4.2.12","en"
"rinse-pathways-checklist:taxon:db52fd6bb02287ec6170d6d1702d5d20","cbd_2014_pathway:escape","pathway","https://doi.org/10.3391/ai.2009.4.2.12","en"
"rinse-pathways-checklist:taxon:dc542e7bb9bab0d1ed03f4ae4420e6d0","Europe (WGSRPD:1)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:dc542e7bb9bab0d1ed03f4ae4420e6d0","cbd_2014_pathway:stowaway","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:dc542e7bb9bab0d1ed03f4ae4420e6d0","cbd_2014_pathway:contaminant","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:dc8161dada61c0dff4dea53e91a08edf","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:dc8161dada61c0dff4dea53e91a08edf","Southern America (WGSRPD:8)","native range","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:dc8161dada61c0dff4dea53e91a08edf","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:dc8161dada61c0dff4dea53e91a08edf","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:dc8161dada61c0dff4dea53e91a08edf","cbd_2014_pathway:natural_dispersal","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:dc8161dada61c0dff4dea53e91a08edf","cbd_2014_pathway:unaided","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:ddfdf8d8fc0ef7a399041d1e23e4be66","Asia","native range","http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:ddfdf8d8fc0ef7a399041d1e23e4be66","Europe (WGSRPD:1)","native range","http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:ddfdf8d8fc0ef7a399041d1e23e4be66","Northern America (WGSRPD:7)","native range","http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:ddfdf8d8fc0ef7a399041d1e23e4be66","cbd_2014_pathway:release","pathway","http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:de584ff3150b4634ea254d31ca4c8631","Europe (WGSRPD:1)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:defe90489ff33a744621df91dccbf454","Asia","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:defe90489ff33a744621df91dccbf454","cbd_2014_pathway:release","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:defe90489ff33a744621df91dccbf454","cbd_2014_pathway:natural_dispersal","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:defe90489ff33a744621df91dccbf454","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:dfa53dca6382682b3e5c9024b2f86a44","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:dfa53dca6382682b3e5c9024b2f86a44","cbd_2014_pathway:stowaway","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:dfa53dca6382682b3e5c9024b2f86a44","cbd_2014_pathway:contaminant","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:e0dbf619d9b5e86b06fa4307baad3acc","Asia","native range","http://www.europe-aliens.org | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:e0dbf619d9b5e86b06fa4307baad3acc","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:e21e0d2cbe1fd04fc6e83fb8642a442c","Northern America (WGSRPD:7)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
